,Date,Daily_Brazil_death,Daily_France_death,Daily_US_death,Daily_India_death,Daily_South_Africa_death,Daily_Brazil_recovered,Daily_France_recovered,Daily_US_recovered,Daily_India_recovered,Daily_South_Africa_recovered,Daily_Brazil_confirmed,Daily_France_confirmed,Daily_US_confirmed,Daily_India_confirmed,Daily_South_Africa_confirmed,month,year
11,2020-02-03,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,2020
12,2020-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020
13,2020-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020
14,2020-02-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2020
15,2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020
16,2020-02-08,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2020
17,2020-02-09,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2020
18,2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020
19,2020-02-11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2020
20,2020-02-12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2020
21,2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2020
22,2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020
23,2020-02-15,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,2,2020
24,2020-02-16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2020
25,2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020
26,2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020
27,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020
28,2020-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020
29,2020-02-21,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,2020
30,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020
31,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020
32,2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020
33,2020-02-25,0,0,0,0,0,0,7,1,0,0,0,2,0,0,0,2,2020
34,2020-02-26,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,2,2020
35,2020-02-27,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,2,2020
36,2020-02-28,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,2,2020
37,2020-02-29,0,0,1,0,0,0,1,0,0,0,1,43,8,0,0,2,2020
38,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,30,7,0,0,3,2020
39,2020-03-02,0,1,5,0,0,0,0,0,0,0,0,61,23,2,0,3,2020
40,2020-03-03,0,1,1,0,0,0,0,0,0,0,0,21,19,0,0,3,2020
41,2020-03-04,0,0,4,0,0,0,0,0,0,0,2,76,33,23,0,3,2020
42,2020-03-05,0,3,1,0,0,0,0,0,0,0,0,138,77,2,1,3,2020
43,2020-03-06,0,2,2,0,0,0,0,0,0,0,9,190,53,1,0,3,2020
44,2020-03-07,0,7,3,0,0,0,0,0,0,0,0,332,166,3,0,3,2020
45,2020-03-08,0,3,4,0,0,0,0,0,0,0,7,177,116,5,2,3,2020
46,2020-03-09,0,6,1,0,0,0,0,0,0,0,5,286,75,4,0,3,2020
47,2020-03-10,0,8,6,0,0,0,0,1,1,0,6,372,188,13,4,3,2020
48,2020-03-11,0,15,5,1,0,0,0,0,0,0,7,510,365,6,6,3,2020
49,2020-03-12,0,0,10,0,0,0,0,4,0,0,14,0,439,11,4,3,2020
50,2020-03-13,0,31,8,1,0,0,0,0,0,0,99,1388,633,9,7,3,2020
51,2020-03-14,0,12,7,0,0,0,0,0,0,0,0,815,759,20,14,3,2020
52,2020-03-15,0,0,12,0,0,0,0,0,9,0,11,36,234,11,13,3,2020
53,2020-03-16,0,58,27,0,0,1,0,5,0,0,38,2151,1467,6,11,3,2020
54,2020-03-17,1,0,37,1,0,1,0,0,1,0,121,1032,1833,23,0,3,2020
55,2020-03-18,2,0,60,0,0,0,0,88,0,0,51,1409,2657,14,54,3,2020
56,2020-03-19,3,95,72,1,0,0,0,16,1,0,249,1846,4494,38,34,3,2020
57,2020-03-20,5,207,106,1,0,0,0,26,5,0,172,1788,6367,50,52,3,2020
58,2020-03-21,4,112,103,-1,0,0,0,29,3,0,228,1705,5995,86,38,3,2020
59,2020-03-22,10,113,122,3,0,0,2194,2,4,0,525,2295,8873,66,34,3,2020
60,2020-03-23,9,186,192,3,0,0,0,0,0,0,378,3365,11238,103,128,3,2020
61,2020-03-24,12,240,243,0,0,0,1044,170,13,4,323,2249,10619,37,152,3,2020
62,2020-03-25,13,231,333,2,0,0,657,13,3,8,307,2962,12082,121,155,3,2020
63,2020-03-26,18,364,419,8,0,4,1048,320,2,0,431,3918,17856,70,218,3,2020
64,2020-03-27,15,299,522,0,1,0,752,188,28,19,432,3795,18690,160,243,3,2020
65,2020-03-28,19,318,642,4,0,0,17,203,11,0,487,4645,19630,100,17,3,2020
66,2020-03-29,25,294,624,3,1,0,1502,1593,11,0,352,2603,18899,37,93,3,2020
67,2020-03-30,23,418,713,5,1,114,738,2979,7,0,323,4354,22075,227,46,3,2020
68,2020-03-31,42,500,1085,3,2,7,1549,1380,21,0,1138,7629,26314,146,27,3,2020
69,2020-04-01,39,1252,1283,23,0,0,1540,1450,25,19,1119,4844,32259,601,27,4,2020
70,2020-04-02,84,609,1512,14,0,0,1495,527,43,0,1208,2106,32232,545,82,4,2020
71,2020-04-03,35,1122,1431,0,4,0,1587,706,1,45,1012,5224,32295,24,43,4,2020
72,2020-04-04,86,1053,1563,14,0,0,1437,4945,37,0,1304,-17074,32390,515,80,4,2020
73,2020-04-05,41,519,1615,13,2,0,777,2796,0,0,770,855,29877,506,70,4,2020
74,2020-04-06,78,833,1771,37,1,0,1079,2133,146,0,1031,2654,31393,1190,31,4,2020
75,2020-04-07,122,1416,2575,14,1,0,2095,2182,46,0,1873,-3491,30769,533,63,4,2020
76,2020-04-08,133,544,2160,28,5,0,1929,1796,85,0,2136,3855,31215,605,96,4,2020
77,2020-04-09,131,1340,2203,48,0,46,1961,1851,114,0,1922,3784,35936,809,89,4,2020
78,2020-04-10,107,985,2194,20,6,0,1782,3380,154,315,1546,1565,34414,873,69,4,2020
79,2020-04-11,67,636,2127,42,1,0,1468,2480,195,0,1089,1445,29102,848,25,4,2020
80,2020-04-12,99,561,1874,43,0,0,806,1718,111,0,1465,50746,27257,759,145,4,2020
81,2020-04-13,105,573,2009,27,2,0,532,10494,101,0,1238,3141,26940,1248,99,4,2020
82,2020-04-14,204,743,2435,35,0,2873,804,4281,178,0,1832,17448,28825,1034,143,4,2020
83,2020-04-15,204,1438,2612,12,7,10980,2150,4333,73,0,3058,3208,25406,835,91,4,2020
84,2020-04-16,188,753,2143,43,14,0,1857,2607,336,493,2105,12578,30015,1108,99,4,2020
85,2020-04-17,217,761,2110,38,2,0,1608,3842,273,0,3257,1891,33030,922,178,4,2020
86,2020-04-18,213,641,1973,35,2,0,1563,6295,422,0,2976,3806,27932,1370,251,4,2020
87,2020-04-19,108,389,1971,38,2,8104,595,5497,391,0,1996,1092,26096,1893,124,4,2020
88,2020-04-20,125,547,2230,33,4,0,831,1992,419,152,2089,2447,29828,924,142,4,2020
89,2020-04-21,154,528,2514,53,0,861,1772,2875,702,0,2336,2666,25917,1541,165,4,2020
90,2020-04-22,165,544,2460,36,7,2327,1476,2162,395,0,2678,1800,28859,1290,170,4,2020
91,2020-04-23,425,516,2456,40,10,1255,1431,2837,642,418,4279,-1710,33570,1707,318,4,2020
92,2020-04-24,373,390,2188,59,4,1082,1405,18876,486,0,4007,2811,32327,1453,267,4,2020
93,2020-04-25,353,369,1711,45,7,1505,1101,1293,441,0,5281,1678,30396,1753,141,4,2020
94,2020-04-26,229,242,1399,56,1,992,309,6616,584,0,3776,633,26501,1607,185,4,2020
95,2020-04-27,317,437,1508,58,3,990,610,4436,614,0,4346,3686,23703,1561,247,4,2020
96,2020-04-28,480,367,2224,69,3,1402,1373,4512,610,600,5789,3132,24577,1873,203,4,2020
97,2020-04-29,430,426,2418,71,10,1588,1342,4784,690,0,6450,-1455,26438,1738,354,4,2020
98,2020-04-30,493,289,2196,75,0,1803,1248,33227,631,0,7502,1218,29220,1801,297,4,2020
99,2020-05-01,406,217,1909,69,13,2104,736,10068,939,309,5015,526,34926,2394,304,5,2020
100,2020-05-02,349,197,1731,100,7,2898,451,11367,812,167,4898,792,27350,2442,385,5,2020
101,2020-05-03,290,135,1190,68,8,2054,222,4770,956,0,4726,361,24297,2806,447,5,2020
102,2020-05-04,316,306,1380,175,7,2824,591,7028,1072,197,6794,562,24085,3932,437,5,2020
103,2020-05-05,571,333,2242,127,10,2406,1366,2611,1295,0,6835,1117,24531,2963,352,5,2020
104,2020-05-06,650,275,2314,92,5,3149,1237,119,1189,407,11156,4136,24560,3587,236,5,2020
105,2020-05-07,602,179,1929,104,8,3980,1112,5126,1445,0,9162,741,27411,3364,424,5,2020
106,2020-05-08,827,242,1763,96,17,3947,701,3957,1111,0,11121,531,26839,3344,663,5,2020
107,2020-05-09,639,80,1468,116,8,2388,256,13541,1414,830,9167,529,25136,3113,525,5,2020
108,2020-05-10,467,70,978,111,8,3272,179,3635,1668,190,6638,249,18867,4353,595,5,2020
109,2020-05-11,530,263,1042,82,12,2427,508,16564,1580,184,6895,314,19271,3607,637,5,2020
110,2020-05-12,808,348,1599,121,0,5213,1063,-2446,1871,0,8620,753,22948,3524,698,5,2020
111,2020-05-13,779,85,1727,136,13,5827,888,13143,1980,388,11923,521,20408,3763,724,5,2020
112,2020-05-14,759,351,1796,98,19,1055,933,2984,1569,931,13028,642,26818,3942,665,5,2020
113,2020-05-15,963,102,1668,104,9,5491,843,4333,2289,407,17126,513,24747,3787,785,5,2020
114,2020-05-16,700,98,1198,118,14,4702,0,17629,3966,395,13220,415,24159,4864,831,5,2020
115,2020-05-17,456,483,821,154,3,4450,765,3889,2571,528,7569,140,18363,5050,1160,5,2020
116,2020-05-18,735,129,1227,131,22,6337,516,10913,2438,292,14288,444,22390,4630,918,5,2020
117,2020-05-19,1130,-217,1456,146,26,6335,835,6214,3076,662,16517,501,21007,6147,767,5,2020
118,2020-05-20,876,111,1501,132,27,9889,794,4920,3113,990,19694,482,22697,5553,803,5,2020
119,2020-05-21,1188,82,1185,150,30,9277,504,4106,3131,0,18508,267,25766,6198,1134,5,2020
120,2020-05-22,1001,148,1217,142,28,9470,351,51717,3271,1154,20803,756,23657,6568,988,5,2020
121,2020-05-23,965,86,1090,142,10,7157,338,11104,2561,0,16508,546,21111,6629,1218,5,2020
122,2020-05-24,653,-80,639,156,22,7324,70,5497,3307,996,15813,-439,20067,7113,1240,5,2020
123,2020-05-25,807,89,592,148,52,3922,582,12421,3014,817,11687,325,18673,6414,1032,5,2020
124,2020-05-26,1039,137,677,172,43,4760,680,5745,3571,824,16324,255,19650,5843,649,5,2020
125,2020-05-27,1086,1,1463,190,28,8054,705,6606,3472,710,20599,172,18549,7293,1673,5,2020
126,2020-05-28,1156,67,1101,177,25,10957,607,8483,3171,919,26417,3343,22322,7300,1466,5,2020
127,2020-05-29,1124,51,1133,269,34,11872,612,6455,11707,723,26928,594,24473,8105,1837,5,2020
128,2020-05-30,956,57,954,205,32,11416,465,10015,4309,1023,33274,1795,23633,8336,1727,5,2020
129,2020-05-31,480,31,615,223,40,5663,87,28297,4916,693,16409,231,18987,8782,1716,5,2020
130,2020-06-01,623,32,776,200,22,4525,85,13473,3902,482,11598,407,17436,7761,1674,6,2020
131,2020-06-02,1262,106,981,221,50,12558,372,5637,4531,1022,28936,-647,21502,8821,1455,6,2020
132,2020-06-03,1349,81,1010,259,37,14979,643,15390,3786,1369,28633,-3226,19855,9633,1713,6,2020
133,2020-06-04,1473,45,1013,275,56,16346,521,5744,4379,1629,30925,4360,21639,9889,3267,6,2020
134,2020-06-05,1005,45,891,286,60,11977,528,6704,4783,1777,30830,581,25400,9471,2642,6,2020
135,2020-06-06,904,31,642,297,44,10209,302,9143,5462,1170,27075,572,21160,10438,2539,6,2020
136,2020-06-07,525,13,459,261,46,6803,37,5518,5153,106,18912,341,17916,10864,2312,6,2020
137,2020-06-08,679,55,507,266,82,94305,221,12155,5247,1735,15654,274,17637,8442,2594,6,2020
138,2020-06-09,1272,88,913,277,82,18480,444,6333,5575,2907,32091,553,18384,10218,2112,6,2020
139,2020-06-10,1274,21,876,352,48,17179,326,8649,536,2499,32913,625,21110,10459,2430,6,2020
140,2020-06-11,1239,27,830,396,74,16049,317,6788,11989,1747,30412,364,23133,10930,3147,6,2020
141,2020-06-12,909,28,829,386,70,15158,426,7094,7135,1754,25982,802,24866,11458,3359,6,2020
142,2020-06-13,892,24,735,311,69,14313,236,9220,8049,1844,21704,497,25208,11929,3809,6,2020
143,2020-06-14,612,10,345,325,57,9705,51,5210,7419,1681,17110,390,18948,11502,4302,6,2020
144,2020-06-15,627,28,396,380,88,8568,186,14518,10215,1336,20647,136,19819,10667,3495,6,2020
145,2020-06-16,1282,114,814,2003,57,12296,291,7169,6922,2196,34918,663,23670,10974,2801,6,2020
146,2020-06-17,1269,25,739,334,49,31041,332,8688,7390,2268,32188,488,27064,12881,4078,6,2020
147,2020-06-18,1238,28,689,336,63,13534,220,6924,10386,589,22765,586,28526,13586,3478,6,2020
148,2020-06-19,1206,14,629,375,94,17051,230,7600,9120,2905,54771,787,31562,14516,3825,6,2020
149,2020-06-20,1022,18,559,306,46,25148,195,10745,13897,2501,34666,619,32270,15403,4966,6,2020
150,2020-06-21,615,6,317,445,53,11339,60,4673,9468,1282,15762,343,25148,14831,4621,6,2020
151,2020-06-22,680,24,407,312,61,13618,240,18065,10994,1836,23129,142,32152,14933,4288,6,2020
152,2020-06-23,1374,54,748,465,111,26227,259,7350,10495,1601,39436,698,37075,15968,4518,6,2020
153,2020-06-24,1185,13,737,418,103,32506,256,8613,13012,1829,42725,268,35876,16922,5688,6,2020
154,2020-06-25,1141,19,537,407,87,19055,224,7401,13940,3100,39483,255,40317,17296,6579,6,2020
155,2020-06-26,990,26,629,384,48,22875,298,7247,10244,4137,46860,1263,45994,18552,6215,6,2020
156,2020-06-27,1109,1,503,410,73,25316,0,8499,13832,2983,38693,448,41346,19906,7210,6,2020
157,2020-06-28,552,0,318,380,43,18303,1,5856,12010,1831,30476,-406,40730,19459,6334,6,2020
158,2020-06-29,692,35,385,418,73,11793,350,20039,13099,1689,24052,645,41283,18522,6130,6,2020
159,2020-06-30,1280,30,553,507,128,30507,275,15428,13090,2929,33846,441,46430,18641,6945,6,2020
160,2020-07-01,1038,19,704,434,92,29324,275,9363,11948,2482,46712,990,51819,19160,8124,7,2020
161,2020-07-02,1252,13,713,379,95,140050,253,51976,20032,5974,48105,539,56629,20903,8728,7,2020
162,2020-07-03,1290,18,670,442,108,26923,258,8434,14335,4299,42223,539,51361,22771,9063,7,2020
163,2020-07-04,1091,0,315,613,74,6116,0,103921,14856,4929,37923,358,45681,24850,10853,7,2020
164,2020-07-05,602,-1,326,425,173,38314,0,12438,15350,2088,26051,11,50768,24248,8773,7,2020
165,2020-07-06,620,30,376,466,111,33497,259,17385,15501,4533,20229,1018,43085,22251,8971,7,2020
166,2020-07-07,1254,11,1162,483,192,44470,336,12328,16897,4451,45305,454,60654,22753,10134,7,2020
167,2020-07-08,1223,31,825,487,100,32832,0,16986,19547,4543,44571,822,60119,24879,8810,7,2020
168,2020-07-09,1220,16,1020,475,118,31603,515,15649,19135,6219,42619,444,62496,26506,13674,7,2020
169,2020-07-10,1214,26,817,519,140,45914,218,14074,19873,5171,45048,715,68055,27114,12348,7,2020
170,2020-07-11,1071,3,728,550,111,26727,0,12391,19232,9483,39023,251,60033,28606,13497,7,2020
171,2020-07-12,631,0,472,501,108,20755,0,10750,18853,7159,24831,16,58438,28732,12058,7,2020
172,2020-07-13,733,23,445,553,93,26408,209,25613,17989,3367,20286,1423,58896,28498,11554,7,2020
173,2020-07-14,1300,2,928,582,174,32174,0,17159,20572,8038,41857,62,68036,29429,10496,7,2020
174,2020-07-15,1233,88,975,605,107,26673,223,26784,20736,14414,39924,727,68120,32676,12757,7,2020
175,2020-07-16,1322,17,956,688,216,47433,216,14763,22989,4898,45403,569,75820,34975,13172,7,2020
176,2020-07-17,1163,13,924,671,135,30989,210,16559,17994,12592,34177,829,72261,35252,13373,7,2020
177,2020-07-18,921,3,857,543,144,18888,0,15516,23672,4047,28532,163,62535,38697,13285,7,2020
178,2020-07-19,716,0,483,681,85,11664,0,8401,22664,8829,23529,4,60476,40425,13449,7,2020
179,2020-07-20,632,24,563,585,140,55228,297,28966,24491,3806,20257,1911,62090,37132,9300,7,2020
180,2020-07-21,1367,-13,1091,650,195,41039,193,21931,28472,13279,41008,595,64520,37740,8170,7,2020
181,2020-07-22,1284,6,1224,1129,572,36636,223,28831,29557,21031,67860,921,70564,45720,13150,7,2020
182,2020-07-23,1311,11,1070,740,153,28338,516,22420,34602,7085,59961,1236,68440,49310,13104,7,2020
183,2020-07-24,1156,10,1107,757,250,72901,343,28355,32223,9511,55891,1091,73323,48916,13944,7,2020
184,2020-07-25,1211,0,930,702,312,92145,2,17790,36141,17283,51147,88,64915,48611,12204,7,2020
185,2020-07-26,555,0,531,711,114,27554,0,18449,31995,2023,24578,0,54775,49981,11233,7,2020
186,2020-07-27,614,18,1126,637,298,33728,267,27941,33598,9848,23284,2488,56851,44457,7096,7,2020
187,2020-07-28,921,13,1330,785,190,22108,229,29559,36863,12388,40816,564,66457,51596,7232,7,2020
188,2020-07-29,1595,14,1414,762,240,54053,2,34062,31706,10654,69074,1470,71853,50294,11362,7,2020
189,2020-07-30,1129,16,1231,763,315,34005,189,24730,35613,11634,57837,1389,67457,52783,11046,7,2020
190,2020-07-31,1212,11,1237,793,193,52047,132,24005,39026,16570,52383,1308,68719,61242,11014,7,2020
191,2020-08-01,1088,0,1093,853,148,29128,0,23725,51255,16290,45392,63,56184,54735,10107,8,2020
192,2020-08-02,541,0,437,771,213,24894,0,6804,40574,4766,25800,3,45545,52972,8195,8,2020
193,2020-08-03,561,30,581,803,173,36100,0,44757,44306,10810,16641,3360,45529,52050,5377,8,2020
194,2020-08-04,1154,2,1282,857,345,58508,0,15533,51706,5714,51603,971,58801,52509,4456,8,2020
195,2020-08-05,1437,11,1438,904,414,32877,534,48872,46121,13515,57152,1708,54457,56282,8559,8,2020
196,2020-08-06,1237,4,1244,886,306,40181,294,20773,49769,10050,53139,1601,59357,62538,8307,8,2020
197,2020-08-07,1079,13,1237,933,305,41757,376,25246,48900,7443,50230,2387,59297,61537,7292,8,2020
198,2020-08-08,905,1,1078,861,301,49238,0,19248,53879,9809,49970,70,54119,64399,7712,8,2020
199,2020-08-09,572,0,524,1007,198,35446,3,13746,54859,6906,23010,35,45754,62064,6671,8,2020
200,2020-08-10,703,15,635,871,213,33847,0,13891,47746,5726,22048,4731,47624,53601,3739,8,2020
201,2020-08-11,1274,14,1020,834,130,58508,0,44205,56110,8925,52160,1414,48001,60963,2511,8,2020
202,2020-08-12,1175,18,1499,942,259,56890,638,38800,56383,5904,55155,2598,56049,66999,2810,8,2020
203,2020-08-13,1262,17,1067,1007,260,14872,3,20888,55573,5588,60091,2678,51314,64553,3946,8,2020
204,2020-08-14,1060,19,1337,996,286,95881,381,21678,57381,24117,50644,2923,65340,64732,6275,8,2020
205,2020-08-15,709,1,1000,944,121,5897,0,22201,53322,5207,41576,3210,46921,64030,4513,8,2020
206,2020-08-16,620,1,617,941,162,32139,0,14540,57584,5436,23101,3003,39192,57711,3692,8,2020
207,2020-08-17,684,20,493,876,143,44063,221,32513,57829,5294,19373,650,36676,55018,2541,8,2020
208,2020-08-18,1352,22,1226,1091,282,52166,0,32579,60145,7797,47784,2119,45034,64572,2258,8,2020
209,2020-08-19,1212,18,1339,978,159,50685,0,26890,58848,5973,49298,3772,47359,69672,3916,8,2020
210,2020-08-20,1204,11,1103,983,195,42387,0,21986,62282,5728,45323,4800,44040,68900,3880,8,2020
211,2020-08-21,1054,24,1091,945,225,11240,767,18021,63631,2933,30355,5009,48829,69876,3398,8,2020
212,2020-08-22,892,9,909,912,144,58408,121,20428,57989,4025,50032,3474,43045,69239,3707,8,2020
213,2020-08-23,494,0,545,836,72,33818,23,12277,57469,2343,23421,4680,34232,61408,2728,8,2020
214,2020-08-24,565,16,473,848,100,28472,227,23013,66550,10024,17078,1976,36522,60975,1677,8,2020
215,2020-08-25,1271,19,1236,967,149,56295,405,32925,53754,3887,47134,3616,40360,57224,1567,8,2020
216,2020-08-26,1085,0,1166,1115,194,49896,54,30766,65432,4861,47161,287,45166,85687,2684,8,2020
217,2020-08-27,984,35,1116,1057,126,40399,460,16861,60177,6096,44235,11203,45380,77266,2585,8,2020
218,2020-08-28,855,18,977,1021,115,35937,224,17041,65050,2597,43412,7641,46848,76472,1846,8,2020
219,2020-08-29,758,6,902,948,238,43402,0,22247,64935,2759,41350,5460,42731,78761,2419,8,2020
220,2020-08-30,566,3,454,971,47,35430,0,13325,60868,1910,16158,5366,34381,78512,2505,8,2020
221,2020-08-31,553,31,542,819,121,30976,295,30886,65081,2319,45961,3113,35388,69921,1985,8,2020
222,2020-09-01,1215,27,1028,1045,114,76649,246,17838,62026,9070,42659,5104,41864,78357,1218,9,2020
223,2020-09-02,1184,27,1079,1043,126,42069,382,29094,68584,3463,46934,7113,41014,83883,2336,9,2020
224,2020-09-03,834,17,1037,1096,174,42126,243,35200,66659,1431,43773,7122,44210,83341,2420,9,2020
225,2020-09-04,888,-21,958,1089,115,34843,266,16497,70072,2931,50163,8834,50393,86432,2063,9,2020
226,2020-09-05,701,12,762,1065,101,34721,0,18733,73642,3386,31199,8594,43088,90632,1806,9,2020
227,2020-09-06,447,4,470,1016,110,23156,0,13808,69564,2687,14521,7016,31169,90802,1633,9,2020
228,2020-09-07,310,23,296,1133,115,27046,557,17556,73521,2664,10273,4266,23567,75809,845,9,2020
229,2020-09-08,504,38,452,1115,82,23220,392,25560,74894,1174,14279,6738,27393,89706,1079,9,2020
230,2020-09-09,1075,32,1160,1172,82,39211,366,28368,72939,2206,35816,8619,34057,95735,1990,9,2020
231,2020-09-10,983,19,916,1209,97,46069,226,16032,70880,3068,40557,9762,36073,96551,2007,9,2020
232,2020-09-11,874,82,1174,1201,113,37457,422,14367,81533,1584,43718,9509,47778,97570,1960,9,2020
233,2020-09-12,814,18,702,1114,49,28048,555,16780,78399,1836,33523,11337,41062,94372,1816,9,2020
234,2020-09-13,415,5,435,1136,20,0,0,16748,77512,1483,14768,6345,34351,92071,1579,9,2020
235,2020-09-14,381,34,431,1054,52,46932,-13,23164,79292,1383,15155,6396,34428,83809,956,9,2020
236,2020-09-15,1113,50,1200,1290,142,41367,384,20557,82961,3837,36653,7826,39507,90123,772,9,2020
237,2020-09-16,987,48,956,1132,64,33959,477,30446,82719,1069,36820,10191,39018,97894,1923,9,2020
238,2020-09-17,829,47,861,1174,67,28470,472,14761,87472,1108,36303,10239,45137,96424,2128,9,2020
